review_id,employee_id,reviewer_id,review_date,rating,comments
509,258,11,2022-12-29,3,Solid technical contribution this quarter
510,259,9,2024-12-14,3,Requires closer supervision on task quality
511,260,8,2025-09-10,5,Great growth since last review
512,261,15,2026-01-13,4,Solid technical contribution this quarter
513,261,15,2025-12-19,5,Great growth since last review
514,262,13,2022-04-16,5,Needs improvement in communication
515,262,13,2024-04-15,4,Solid technical contribution this quarter
516,263,11,2026-06-22,4,Needs improvement in communication
517,263,11,2026-06-01,5,Requires closer supervision on task quality
518,264,5,2023-05-28,4,Great growth since last review
519,265,15,2026-05-20,3,Great growth since last review
520,265,15,2026-03-04,3,Exceeds expectations on delivery timelines
521,266,13,2026-01-21,5,Outstanding leadership shown this cycle
522,266,13,2025-08-22,4,Needs improvement in communication
523,266,13,2026-02-07,4,Outstanding leadership shown this cycle
524,267,4,2025-01-05,4,Strong collaboration with cross-functional teams
525,267,4,2022-08-07,3,Exceeds expectations on delivery timelines
526,267,4,2022-05-27,5,Consistently meets goals
527,268,6,2025-06-28,4,Exceeds expectations on delivery timelines
528,268,6,2024-07-13,3,Needs improvement in communication
529,269,13,2025-01-22,3,Consistently meets goals
530,270,12,2022-11-17,5,Solid technical contribution this quarter
531,271,11,2025-08-15,5,Requires closer supervision on task quality
532,272,10,2026-01-16,4,Solid technical contribution this quarter
533,272,10,2024-10-22,5,Exceeds expectations on delivery timelines
534,273,11,2024-11-15,4,Great growth since last review
535,273,11,2026-01-14,1,Requires closer supervision on task quality
536,274,10,2025-09-20,3,Strong collaboration with cross-functional teams
537,274,10,2023-12-15,5,Needs improvement in communication
538,275,12,2024-12-06,3,Outstanding leadership shown this cycle
539,275,12,2026-04-24,4,Needs improvement in communication
540,276,9,2024-02-03,5,Needs improvement in communication
541,276,9,2023-02-16,2,Requires closer supervision on task quality
542,277,8,2023-01-13,1,Exceeds expectations on delivery timelines
543,278,14,2023-01-19,3,Requires closer supervision on task quality
544,278,14,2026-02-13,3,Requires closer supervision on task quality
545,279,15,2024-12-10,3,Strong collaboration with cross-functional teams
546,279,15,2024-04-18,2,Consistently meets goals
547,280,13,2023-09-18,4,Solid technical contribution this quarter
548,280,13,2021-06-25,4,Great growth since last review
549,280,13,2024-06-19,5,Outstanding leadership shown this cycle
550,281,13,2022-03-04,3,Great growth since last review
551,282,10,2025-10-27,4,Great growth since last review
552,283,13,2023-02-13,3,Exceeds expectations on delivery timelines
553,283,13,2022-09-07,3,Strong collaboration with cross-functional teams
554,283,13,2025-12-28,3,Needs improvement in communication
555,284,7,2025-11-17,4,Solid technical contribution this quarter
556,284,7,2024-10-29,2,Consistently meets goals
557,285,13,2020-02-17,3,Needs improvement in communication
558,286,10,2026-06-24,4,Great growth since last review
559,287,12,2021-11-12,4,Exceeds expectations on delivery timelines
560,287,12,2025-07-01,5,Outstanding leadership shown this cycle
561,287,12,2023-03-12,4,Needs improvement in communication
562,288,4,2024-02-01,2,Solid technical contribution this quarter
563,289,9,2022-11-11,4,Great growth since last review
564,289,9,2023-09-27,5,Consistently meets goals
565,290,11,2024-03-05,5,Outstanding leadership shown this cycle
566,290,11,2024-10-19,2,Strong collaboration with cross-functional teams
567,290,11,2024-03-04,3,Great growth since last review
568,291,5,2023-01-03,3,Needs improvement in communication
569,291,5,2023-03-29,4,Outstanding leadership shown this cycle
570,291,5,2023-01-02,5,Consistently meets goals
571,292,13,2020-09-11,4,Requires closer supervision on task quality
572,292,13,2023-02-16,5,Requires closer supervision on task quality
573,292,13,2020-06-13,4,Solid technical contribution this quarter
574,293,10,2023-05-31,3,Requires closer supervision on task quality
575,293,10,2025-02-01,3,Solid technical contribution this quarter
576,294,6,2022-10-07,3,Needs improvement in communication
577,294,6,2025-01-04,4,Exceeds expectations on delivery timelines
578,294,6,2026-06-17,4,Exceeds expectations on delivery timelines
579,295,9,2023-11-29,4,Great growth since last review
580,296,15,2025-03-11,5,Solid technical contribution this quarter
581,296,15,2024-05-29,4,Strong collaboration with cross-functional teams
582,296,15,2025-04-07,4,Strong collaboration with cross-functional teams
583,297,12,2023-06-11,2,Solid technical contribution this quarter
584,297,12,2026-02-24,4,Requires closer supervision on task quality
585,297,12,2024-06-27,5,Great growth since last review
586,298,8,2026-03-20,3,Needs improvement in communication
587,298,8,2021-10-28,5,Exceeds expectations on delivery timelines
588,298,8,2026-03-12,3,Requires closer supervision on task quality
589,299,12,2022-08-17,4,Consistently meets goals
590,300,10,2026-06-19,1,Outstanding leadership shown this cycle
591,300,10,2021-10-10,4,Requires closer supervision on task quality
592,300,10,2024-06-01,3,Outstanding leadership shown this cycle
593,301,9,2026-06-02,3,Solid technical contribution this quarter
594,301,9,2026-05-28,5,Exceeds expectations on delivery timelines
595,301,9,2026-06-18,3,Consistently meets goals
596,302,14,2026-02-25,3,Great growth since last review
597,303,13,2024-05-19,5,Solid technical contribution this quarter
598,304,4,2024-01-17,4,Needs improvement in communication
599,305,5,2022-12-19,4,Strong collaboration with cross-functional teams
600,306,10,2023-06-13,3,Consistently meets goals
601,307,11,2023-09-19,4,Outstanding leadership shown this cycle
602,307,11,2024-03-30,3,Exceeds expectations on delivery timelines
603,307,11,2023-12-06,5,Outstanding leadership shown this cycle
604,308,12,2025-11-17,4,Solid technical contribution this quarter
605,308,12,2025-02-02,1,Great growth since last review
606,308,12,2026-02-12,4,Exceeds expectations on delivery timelines
607,309,13,2026-06-06,4,Great growth since last review
608,309,13,2024-09-25,3,Solid technical contribution this quarter
609,310,6,2023-02-23,3,Exceeds expectations on delivery timelines
610,310,6,2023-10-13,5,Consistently meets goals
611,311,14,2021-06-21,3,Great growth since last review
612,312,10,2021-05-29,4,Exceeds expectations on delivery timelines
613,312,10,2023-09-26,3,Requires closer supervision on task quality
614,312,10,2019-10-29,2,Exceeds expectations on delivery timelines
615,313,8,2024-05-26,3,Great growth since last review
616,313,8,2025-09-21,5,Consistently meets goals
617,313,8,2024-11-08,3,Requires closer supervision on task quality
618,314,15,2024-02-17,2,Strong collaboration with cross-functional teams
619,314,15,2022-04-12,1,Great growth since last review
620,315,6,2025-03-19,4,Requires closer supervision on task quality
621,316,5,2019-10-12,3,Solid technical contribution this quarter
622,316,5,2020-10-05,3,Requires closer supervision on task quality
623,317,9,2026-04-04,5,Consistently meets goals
624,318,15,2026-04-05,4,Solid technical contribution this quarter
625,319,13,2022-11-20,4,Strong collaboration with cross-functional teams
626,320,11,2025-09-04,5,Exceeds expectations on delivery timelines
627,321,8,2026-05-03,3,Strong collaboration with cross-functional teams
628,321,8,2025-11-10,4,Exceeds expectations on delivery timelines
629,322,10,2026-04-10,2,Great growth since last review
630,322,10,2026-05-11,2,Exceeds expectations on delivery timelines
631,323,13,2023-05-23,2,Great growth since last review
632,323,13,2023-01-03,4,Great growth since last review
633,323,13,2018-12-01,3,Exceeds expectations on delivery timelines
634,324,13,2025-09-30,3,Great growth since last review
635,324,13,2025-09-22,5,Strong collaboration with cross-functional teams
636,325,11,2025-06-03,4,Exceeds expectations on delivery timelines
637,325,11,2026-04-04,4,Requires closer supervision on task quality
638,326,7,2021-10-06,3,Strong collaboration with cross-functional teams
639,326,7,2022-01-29,1,Strong collaboration with cross-functional teams
640,326,7,2026-02-01,4,Consistently meets goals
641,327,8,2023-03-09,3,Outstanding leadership shown this cycle
642,327,8,2022-05-08,3,Solid technical contribution this quarter
643,327,8,2024-04-11,4,Solid technical contribution this quarter
644,328,13,2025-07-13,3,Exceeds expectations on delivery timelines
645,329,13,2025-07-29,3,Great growth since last review
646,330,7,2024-04-21,5,Requires closer supervision on task quality
647,330,7,2022-12-28,3,Needs improvement in communication
648,330,7,2023-06-03,3,Outstanding leadership shown this cycle
649,331,7,2021-12-20,3,Requires closer supervision on task quality
650,331,7,2025-04-03,5,Needs improvement in communication
651,331,7,2022-08-28,2,Exceeds expectations on delivery timelines
652,332,6,2024-06-20,3,Consistently meets goals
653,332,6,2024-10-09,4,Consistently meets goals
654,333,9,2021-03-04,3,Solid technical contribution this quarter
655,334,9,2025-09-11,4,Solid technical contribution this quarter
656,334,9,2026-03-25,4,Requires closer supervision on task quality
657,334,9,2026-05-04,5,Requires closer supervision on task quality
658,335,14,2025-01-02,3,Requires closer supervision on task quality
659,335,14,2023-11-29,3,Solid technical contribution this quarter
660,335,14,2026-04-02,5,Exceeds expectations on delivery timelines
661,336,15,2025-05-18,3,Exceeds expectations on delivery timelines
662,336,15,2023-09-08,4,Consistently meets goals
663,337,9,2025-08-01,4,Consistently meets goals
664,337,9,2025-05-25,4,Requires closer supervision on task quality
665,338,10,2023-09-19,3,Great growth since last review
666,338,10,2025-03-29,3,Exceeds expectations on delivery timelines
667,338,10,2023-08-10,3,Strong collaboration with cross-functional teams
668,339,10,2026-02-06,2,Strong collaboration with cross-functional teams
669,339,10,2024-12-24,3,Solid technical contribution this quarter
670,340,13,2024-11-23,4,Requires closer supervision on task quality
671,341,15,2024-01-18,5,Consistently meets goals
672,342,11,2022-03-26,3,Consistently meets goals
673,343,11,2021-08-04,4,Requires closer supervision on task quality
674,343,11,2024-02-29,5,Consistently meets goals
675,344,9,2022-05-21,3,Needs improvement in communication
676,345,15,2024-04-10,5,Exceeds expectations on delivery timelines
677,345,15,2025-11-25,5,Needs improvement in communication
678,346,11,2024-10-03,4,Strong collaboration with cross-functional teams
679,346,11,2025-03-22,3,Consistently meets goals
680,347,14,2022-07-13,4,Requires closer supervision on task quality
681,347,14,2026-03-19,5,Needs improvement in communication
682,348,5,2025-06-30,5,Great growth since last review
683,348,5,2023-09-10,5,Strong collaboration with cross-functional teams
684,348,5,2026-01-11,3,Needs improvement in communication
685,349,9,2026-01-21,3,Great growth since last review
686,350,15,2022-11-13,3,Great growth since last review
687,350,15,2023-07-21,5,Consistently meets goals
688,350,15,2023-09-13,5,Consistently meets goals
689,351,12,2025-04-17,3,Needs improvement in communication
690,351,12,2024-08-08,3,Exceeds expectations on delivery timelines
691,351,12,2025-09-15,4,Outstanding leadership shown this cycle
692,352,11,2025-01-01,5,Solid technical contribution this quarter
693,353,11,2022-04-14,4,Solid technical contribution this quarter
694,354,14,2024-05-04,4,Needs improvement in communication
695,354,14,2025-10-10,4,Requires closer supervision on task quality
696,354,14,2025-11-17,4,Solid technical contribution this quarter
697,355,12,2021-12-23,3,Requires closer supervision on task quality
698,356,8,2021-07-10,4,Solid technical contribution this quarter
699,356,8,2021-07-21,4,Great growth since last review
700,356,8,2025-12-06,4,Exceeds expectations on delivery timelines
701,357,5,2025-04-05,3,Consistently meets goals
702,358,8,2023-06-01,5,Great growth since last review
703,358,8,2024-12-10,3,Great growth since last review
704,359,8,2025-09-14,4,Requires closer supervision on task quality
705,359,8,2026-06-13,3,Strong collaboration with cross-functional teams
706,360,15,2025-09-07,4,Outstanding leadership shown this cycle
707,361,11,2023-05-10,4,Consistently meets goals
708,361,11,2024-07-07,4,Solid technical contribution this quarter
709,362,15,2026-04-28,4,Great growth since last review
710,362,15,2024-09-12,4,Great growth since last review
711,362,15,2023-10-10,4,Solid technical contribution this quarter
712,363,4,2022-05-21,3,Exceeds expectations on delivery timelines
713,363,4,2023-10-27,3,Consistently meets goals
714,364,7,2024-12-22,4,Requires closer supervision on task quality
715,364,7,2019-08-04,5,Outstanding leadership shown this cycle
716,365,9,2025-04-30,4,Strong collaboration with cross-functional teams
717,365,9,2025-01-02,4,Consistently meets goals
718,365,9,2025-05-01,2,Strong collaboration with cross-functional teams
719,366,12,2024-09-27,2,Consistently meets goals
720,366,12,2025-08-21,3,Requires closer supervision on task quality
721,367,4,2023-10-14,3,Outstanding leadership shown this cycle
722,367,4,2025-07-20,3,Needs improvement in communication
723,368,14,2026-02-21,4,Outstanding leadership shown this cycle
724,368,14,2021-07-03,1,Outstanding leadership shown this cycle
725,368,14,2024-07-21,3,Requires closer supervision on task quality
726,369,14,2024-10-04,5,Exceeds expectations on delivery timelines
727,369,14,2024-09-18,4,Needs improvement in communication
728,370,15,2026-06-29,3,Consistently meets goals
729,370,15,2026-04-10,4,Solid technical contribution this quarter
730,371,14,2023-02-16,5,Requires closer supervision on task quality
731,371,14,2022-12-20,4,Requires closer supervision on task quality
732,371,14,2023-04-12,5,Great growth since last review
733,372,10,2021-10-22,4,Solid technical contribution this quarter
734,372,10,2021-03-04,4,Exceeds expectations on delivery timelines
735,372,10,2023-10-04,3,Needs improvement in communication
736,373,14,2025-03-25,5,Exceeds expectations on delivery timelines
737,373,14,2021-04-30,4,Requires closer supervision on task quality
738,374,12,2024-11-03,3,Great growth since last review
739,374,12,2025-02-16,4,Great growth since last review
740,375,6,2025-03-02,4,Requires closer supervision on task quality
741,375,6,2026-04-24,4,Exceeds expectations on delivery timelines
742,375,6,2026-01-16,5,Needs improvement in communication
743,376,9,2021-01-12,4,Great growth since last review
744,376,9,2022-10-23,5,Consistently meets goals
745,377,7,2021-05-13,2,Great growth since last review
746,377,7,2020-05-20,3,Strong collaboration with cross-functional teams
747,378,9,2025-07-27,4,Solid technical contribution this quarter
748,378,9,2025-12-20,4,Outstanding leadership shown this cycle
749,379,6,2025-05-06,3,Needs improvement in communication
750,380,12,2024-02-21,5,Solid technical contribution this quarter
751,381,11,2025-02-12,3,Strong collaboration with cross-functional teams
752,382,15,2025-04-19,3,Consistently meets goals
753,382,15,2021-06-29,3,Strong collaboration with cross-functional teams
754,383,12,2026-05-16,2,Exceeds expectations on delivery timelines
755,383,12,2025-02-18,3,Great growth since last review
756,384,13,2020-05-17,3,Strong collaboration with cross-functional teams
757,384,13,2024-12-17,3,Great growth since last review
758,385,10,2025-07-16,4,Great growth since last review
759,385,10,2026-05-01,5,Consistently meets goals
760,386,8,2026-05-25,5,Outstanding leadership shown this cycle
761,387,11,2026-06-29,5,Solid technical contribution this quarter
762,387,11,2026-03-30,3,Outstanding leadership shown this cycle
763,388,5,2025-10-02,3,Solid technical contribution this quarter
764,388,5,2020-10-12,3,Exceeds expectations on delivery timelines
765,388,5,2021-04-07,5,Solid technical contribution this quarter
766,389,8,2026-04-12,5,Consistently meets goals
767,390,12,2025-10-15,3,Solid technical contribution this quarter
768,390,12,2023-09-14,4,Exceeds expectations on delivery timelines
769,390,12,2024-05-07,4,Outstanding leadership shown this cycle
770,391,11,2022-04-17,5,Solid technical contribution this quarter
771,391,11,2023-10-22,3,Outstanding leadership shown this cycle
772,391,11,2026-05-05,3,Needs improvement in communication
773,392,13,2022-03-01,3,Great growth since last review
774,392,13,2021-01-09,4,Needs improvement in communication
775,393,10,2023-10-20,4,Great growth since last review
776,393,10,2020-10-20,4,Exceeds expectations on delivery timelines
777,393,10,2023-03-27,3,Needs improvement in communication
778,394,13,2025-08-05,5,Outstanding leadership shown this cycle
779,394,13,2023-08-13,4,Strong collaboration with cross-functional teams
780,395,6,2019-01-10,4,Consistently meets goals
781,395,6,2024-11-18,5,Great growth since last review
782,395,6,2025-06-29,5,Strong collaboration with cross-functional teams
783,396,7,2025-04-04,2,Strong collaboration with cross-functional teams
784,396,7,2026-03-26,4,Requires closer supervision on task quality
785,397,12,2026-01-29,4,Outstanding leadership shown this cycle
786,397,12,2023-08-11,3,Exceeds expectations on delivery timelines
787,398,14,2021-12-02,1,Solid technical contribution this quarter
788,398,14,2023-11-10,3,Great growth since last review
789,399,4,2024-07-22,3,Exceeds expectations on delivery timelines
790,400,6,2025-02-04,3,Needs improvement in communication
791,400,6,2025-10-05,3,Solid technical contribution this quarter
792,401,4,2026-02-24,4,Strong collaboration with cross-functional teams
793,401,4,2026-01-01,4,Consistently meets goals
794,402,15,2024-06-28,5,Needs improvement in communication
795,402,15,2024-06-12,4,Outstanding leadership shown this cycle
796,402,15,2024-04-22,5,Needs improvement in communication
797,403,5,2022-09-02,4,Needs improvement in communication
798,404,15,2023-11-12,3,Great growth since last review
799,404,15,2025-03-19,3,Exceeds expectations on delivery timelines
800,405,14,2026-04-01,3,Solid technical contribution this quarter
801,405,14,2026-01-20,3,Consistently meets goals
802,405,14,2025-11-08,4,Consistently meets goals
803,406,5,2025-07-14,4,Strong collaboration with cross-functional teams
804,406,5,2026-05-15,3,Outstanding leadership shown this cycle
805,407,12,2023-06-23,2,Exceeds expectations on delivery timelines
806,407,12,2019-07-02,2,Great growth since last review
807,408,12,2024-11-09,5,Requires closer supervision on task quality
808,409,6,2024-11-26,3,Exceeds expectations on delivery timelines
809,410,5,2026-03-17,1,Exceeds expectations on delivery timelines
810,410,5,2025-03-24,3,Consistently meets goals
811,411,14,2023-11-23,4,Consistently meets goals
812,411,14,2026-01-29,5,Strong collaboration with cross-functional teams
813,411,14,2024-11-21,4,Needs improvement in communication
814,412,7,2026-06-02,3,Great growth since last review
815,412,7,2025-09-23,4,Requires closer supervision on task quality
816,412,7,2025-12-11,3,Consistently meets goals
817,413,4,2019-08-21,3,Great growth since last review
818,413,4,2019-03-29,5,Strong collaboration with cross-functional teams
819,413,4,2022-02-04,3,Strong collaboration with cross-functional teams
820,414,6,2022-06-27,3,Exceeds expectations on delivery timelines
821,414,6,2023-12-04,4,Requires closer supervision on task quality
822,415,9,2023-05-08,3,Solid technical contribution this quarter
823,416,5,2025-12-05,2,Outstanding leadership shown this cycle
824,417,15,2025-10-01,4,Exceeds expectations on delivery timelines
825,417,15,2025-10-21,2,Consistently meets goals
826,417,15,2025-09-23,4,Solid technical contribution this quarter
827,418,14,2025-08-06,4,Needs improvement in communication
828,419,14,2025-11-03,5,Requires closer supervision on task quality
829,419,14,2025-11-26,5,Great growth since last review
830,420,11,2024-01-10,5,Needs improvement in communication
831,420,11,2024-03-10,3,Requires closer supervision on task quality
832,420,11,2025-06-05,5,Solid technical contribution this quarter
833,421,8,2021-11-12,3,Solid technical contribution this quarter
834,422,9,2025-08-23,4,Consistently meets goals
835,422,9,2026-05-08,4,Exceeds expectations on delivery timelines
836,423,13,2024-06-04,1,Strong collaboration with cross-functional teams
837,424,12,2024-10-12,3,Great growth since last review
838,424,12,2025-06-19,4,Strong collaboration with cross-functional teams
839,425,13,2025-12-21,3,Solid technical contribution this quarter
840,426,5,2021-12-08,3,Great growth since last review
841,426,5,2021-10-19,3,Exceeds expectations on delivery timelines
842,427,6,2024-09-16,5,Solid technical contribution this quarter
843,428,10,2020-05-03,5,Needs improvement in communication
844,428,10,2020-04-23,3,Exceeds expectations on delivery timelines
845,428,10,2021-05-01,4,Great growth since last review
846,429,13,2024-10-26,5,Exceeds expectations on delivery timelines
847,429,13,2026-01-19,3,Requires closer supervision on task quality
848,429,13,2025-09-25,3,Consistently meets goals
849,430,14,2025-08-30,2,Consistently meets goals
850,430,14,2026-02-27,5,Consistently meets goals
851,430,14,2026-06-30,4,Great growth since last review
852,431,10,2026-06-26,3,Solid technical contribution this quarter
853,431,10,2024-09-08,4,Strong collaboration with cross-functional teams
854,431,10,2024-08-05,5,Strong collaboration with cross-functional teams
855,432,13,2026-04-08,2,Needs improvement in communication
856,433,9,2025-11-23,3,Needs improvement in communication
857,434,8,2025-03-17,4,Consistently meets goals
858,434,8,2026-03-03,3,Strong collaboration with cross-functional teams
859,434,8,2026-02-05,4,Solid technical contribution this quarter
860,435,10,2025-08-03,3,Consistently meets goals
861,435,10,2025-08-04,3,Needs improvement in communication
862,436,15,2024-10-14,3,Outstanding leadership shown this cycle
863,436,15,2025-02-03,4,Consistently meets goals
864,436,15,2024-05-07,3,Solid technical contribution this quarter
865,437,10,2023-11-03,5,Requires closer supervision on task quality
866,438,8,2024-11-24,3,Solid technical contribution this quarter
867,438,8,2020-10-19,4,Great growth since last review
868,439,14,2022-07-11,5,Solid technical contribution this quarter
869,440,4,2025-06-02,4,Great growth since last review
870,441,6,2026-02-16,4,Outstanding leadership shown this cycle
871,442,11,2023-07-09,4,Needs improvement in communication
872,442,11,2023-10-03,3,Solid technical contribution this quarter
873,442,11,2025-04-14,3,Outstanding leadership shown this cycle
874,443,4,2025-03-16,4,Solid technical contribution this quarter
875,443,4,2025-01-07,2,Needs improvement in communication
876,444,14,2025-05-31,4,Needs improvement in communication
877,444,14,2026-01-29,5,Exceeds expectations on delivery timelines
878,444,14,2025-02-11,1,Requires closer supervision on task quality
879,445,7,2022-08-02,4,Great growth since last review
880,445,7,2025-05-22,5,Requires closer supervision on task quality
881,446,9,2024-07-13,4,Strong collaboration with cross-functional teams
882,446,9,2021-05-11,4,Exceeds expectations on delivery timelines
883,447,6,2025-04-15,3,Needs improvement in communication
884,448,9,2023-11-23,4,Outstanding leadership shown this cycle
885,449,6,2025-07-30,3,Solid technical contribution this quarter
886,449,6,2025-11-16,4,Requires closer supervision on task quality
887,449,6,2025-03-19,4,Great growth since last review
888,450,4,2026-06-26,4,Consistently meets goals
889,450,4,2026-04-14,4,Requires closer supervision on task quality
890,451,11,2025-06-30,4,Exceeds expectations on delivery timelines
891,451,11,2025-08-15,4,Needs improvement in communication
892,451,11,2023-01-03,3,Solid technical contribution this quarter
893,452,10,2025-07-21,3,Consistently meets goals
894,452,10,2025-12-26,4,Needs improvement in communication
895,452,10,2025-07-12,1,Strong collaboration with cross-functional teams
896,453,14,2025-01-30,4,Great growth since last review
897,453,14,2023-07-17,3,Strong collaboration with cross-functional teams
898,453,14,2022-03-10,4,Consistently meets goals
899,454,4,2022-10-03,3,Great growth since last review
900,454,4,2025-09-03,3,Outstanding leadership shown this cycle
901,455,6,2026-05-24,5,Great growth since last review
902,455,6,2025-05-14,4,Great growth since last review
903,455,6,2026-06-07,4,Strong collaboration with cross-functional teams
904,456,14,2022-05-06,4,Requires closer supervision on task quality
905,457,6,2024-09-17,3,Consistently meets goals
906,458,6,2024-08-18,3,Outstanding leadership shown this cycle
907,458,6,2024-08-26,1,Needs improvement in communication
908,458,6,2025-11-14,5,Exceeds expectations on delivery timelines
909,459,5,2026-05-03,2,Great growth since last review
910,460,14,2026-05-24,4,Outstanding leadership shown this cycle
911,460,14,2026-06-02,4,Needs improvement in communication
912,460,14,2026-06-09,3,Needs improvement in communication
913,461,6,2025-12-15,3,Solid technical contribution this quarter
914,461,6,2025-11-26,3,Strong collaboration with cross-functional teams
915,461,6,2026-03-18,4,Consistently meets goals
916,462,10,2025-06-27,3,Needs improvement in communication
917,463,12,2026-05-03,3,Great growth since last review
918,464,10,2024-03-05,4,Strong collaboration with cross-functional teams
919,464,10,2024-03-15,5,Needs improvement in communication
920,465,7,2022-12-30,3,Great growth since last review
921,466,6,2022-09-28,3,Requires closer supervision on task quality
922,467,15,2024-02-23,4,Solid technical contribution this quarter
923,468,12,2022-05-10,4,Strong collaboration with cross-functional teams
924,468,12,2019-11-30,1,Outstanding leadership shown this cycle
925,469,12,2022-03-03,4,Exceeds expectations on delivery timelines
926,470,13,2026-05-15,3,Exceeds expectations on delivery timelines
927,471,12,2021-11-13,4,Outstanding leadership shown this cycle
928,471,12,2021-07-16,5,Solid technical contribution this quarter
929,472,10,2025-05-13,4,Requires closer supervision on task quality
930,472,10,2023-05-28,3,Requires closer supervision on task quality
931,473,13,2023-10-04,5,Requires closer supervision on task quality
932,473,13,2025-02-04,4,Great growth since last review
933,474,11,2019-12-06,2,Requires closer supervision on task quality
934,474,11,2025-05-20,5,Strong collaboration with cross-functional teams
935,474,11,2021-10-28,1,Great growth since last review
936,475,15,2026-05-06,5,Needs improvement in communication
937,475,15,2026-05-03,1,Strong collaboration with cross-functional teams
938,475,15,2026-05-31,5,Outstanding leadership shown this cycle
939,476,13,2024-02-16,4,Consistently meets goals
940,476,13,2022-04-08,3,Solid technical contribution this quarter
941,476,13,2026-04-17,4,Consistently meets goals
942,477,10,2025-08-22,5,Requires closer supervision on task quality
943,478,12,2021-08-17,4,Exceeds expectations on delivery timelines
944,479,15,2024-11-25,3,Solid technical contribution this quarter
945,479,15,2025-05-10,3,Solid technical contribution this quarter
946,479,15,2025-11-30,4,Strong collaboration with cross-functional teams
947,480,9,2022-03-25,4,Solid technical contribution this quarter
948,480,9,2023-04-12,5,Strong collaboration with cross-functional teams
949,481,12,2026-01-25,3,Consistently meets goals
950,481,12,2023-08-07,4,Exceeds expectations on delivery timelines
951,481,12,2023-01-01,3,Strong collaboration with cross-functional teams
952,482,10,2025-08-30,5,Solid technical contribution this quarter
953,482,10,2024-07-30,3,Solid technical contribution this quarter
954,483,13,2018-08-03,4,Consistently meets goals
955,484,14,2021-04-30,3,Strong collaboration with cross-functional teams
956,485,6,2018-11-15,4,Exceeds expectations on delivery timelines
957,486,15,2026-05-23,5,Requires closer supervision on task quality
958,487,6,2026-01-30,4,Consistently meets goals
959,487,6,2025-06-21,4,Solid technical contribution this quarter
960,488,13,2026-04-28,3,Needs improvement in communication
961,488,13,2026-04-06,5,Solid technical contribution this quarter
962,488,13,2025-06-15,2,Requires closer supervision on task quality
963,489,11,2023-05-04,5,Strong collaboration with cross-functional teams
964,490,6,2025-11-27,3,Great growth since last review
965,490,6,2024-11-24,4,Great growth since last review
966,490,6,2026-03-25,5,Consistently meets goals
967,491,13,2026-05-01,3,Strong collaboration with cross-functional teams
968,491,13,2026-05-28,3,Requires closer supervision on task quality
969,492,13,2026-04-16,4,Consistently meets goals
970,492,13,2025-12-28,4,Strong collaboration with cross-functional teams
971,492,13,2026-03-21,4,Needs improvement in communication
972,493,6,2026-01-16,5,Exceeds expectations on delivery timelines
973,493,6,2024-07-14,3,Consistently meets goals
974,494,9,2025-04-24,5,Requires closer supervision on task quality
975,494,9,2026-05-04,4,Needs improvement in communication
976,495,13,2024-05-29,4,Consistently meets goals
977,495,13,2022-04-04,3,Exceeds expectations on delivery timelines
978,495,13,2025-10-19,4,Solid technical contribution this quarter
979,496,12,2023-09-12,3,Outstanding leadership shown this cycle
980,496,12,2025-01-06,5,Solid technical contribution this quarter
981,497,13,2023-02-20,4,Outstanding leadership shown this cycle
982,497,13,2026-03-13,3,Exceeds expectations on delivery timelines
983,497,13,2022-04-14,4,Outstanding leadership shown this cycle
984,498,9,2025-10-12,5,Strong collaboration with cross-functional teams
985,498,9,2022-06-25,3,Solid technical contribution this quarter
986,498,9,2024-06-09,4,Consistently meets goals
987,499,11,2026-04-26,3,Great growth since last review
988,499,11,2026-06-23,2,Requires closer supervision on task quality
989,500,13,2025-07-20,5,Consistently meets goals
